1769397841.528271 server started (2085773): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1769397841.528299 on Linux 6.14.0-37-generic #37~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov 20 10:25:38 UTC 2
1769397841.528308 using libevent 2.1.12-stable poll
1769397841.528312 using ncurses 6.4 20240113
1769397841.530307 yylex_token: command-prompt
1769397841.530310 yylex_token: end at WS
1769397841.530313 yylex_token: -I#S
1769397841.530316 yylex_token: end at WS
1769397841.530319 yylex_token: rename-session
1769397841.530322 yylex_token: end at WS
1769397841.530325 yylex_token: --
1769397841.530328 yylex_token: end at WS
1769397841.530330 yylex_token: %%
1769397841.530334 cmd_parse_build_commands 0:0: bind
1769397841.530337 cmd_parse_build_commands 0:1: -N
1769397841.530340 cmd_parse_build_commands 0:2: Rename current session
1769397841.530343 cmd_parse_build_commands 0:3: $
1769397841.530347 cmd_parse_build_commands 0:4 0:0: command-prompt
1769397841.530350 cmd_parse_build_commands 0:4 0:1: -I#S
1769397841.530353 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1769397841.530356 cmd_parse_build_commands 0:4 0:2 0:1: --
1769397841.530359 cmd_parse_build_commands 0:4 0:2 0:2: %%
1769397841.530363 cmd_parse_build_commands 0:0: command-prompt
1769397841.530366 cmd_parse_build_commands 0:1: -I#S
1769397841.530369 cmd_parse_build_commands 0:2 0:0: rename-session
1769397841.530372 cmd_parse_build_commands 0:2 0:1: --
1769397841.530375 cmd_parse_build_commands 0:2 0:2: %%
1769397841.530378 cmd_parse_build_commands 0:0: rename-session
1769397841.530382 cmd_parse_build_commands 0:1: --
1769397841.530384 cmd_parse_build_commands 0:2: %%
1769397841.530389 args_parse_flags: next --
1769397841.530392 args_parse: flags end at 2 of 3
1769397841.530395 args_parse: 2 = %% (type STRING)
1769397841.530399 cmd_parse_build_commands: rename-session "%%"
1769397841.530402 args_parse_flags: next -I#S
1769397841.530406 args_parse_flag_argument: -I = #S
1769397841.530409 args_parse: flags end at 2 of 3
1769397841.530413 args_parse: 2 = rename-session "%%" (type COMMANDS)
1769397841.530419 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1769397841.530421 args_parse_flags: next -N
1769397841.530425 args_parse_flag_argument: -N = Rename current session
1769397841.530457 args_parse_flags: next $
1769397841.530460 args_parse: flags end at 3 of 5
1769397841.530463 args_parse: 3 = $ (type STRING)
1769397841.530469 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1769397841.530477 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1769397841.530486 cmdq_get_command: [bind-key/0x5921699453b0] group 58
1769397841.530503 cmdq_append <global>: [bind-key/0x5921699453b0]
1769397841.530512 yylex_token: end at WS
1769397841.530515 yylex_token: bind
1769397841.530519 yylex_token: end at WS
1769397841.530521 yylex_token: -N
1769397841.530525 yylex_token: end at WS
1769397841.530528 yylex_token: Split window horizontally
1769397841.530532 yylex_get_word: %
1769397841.530535 yylex_token: end at WS
1769397841.530538 yylex_token: split-window
1769397841.530541 yylex_token: end at WS
1769397841.530544 yylex_token: -h
1769397841.530548 cmd_parse_build_commands 0:0: bind
1769397841.530551 cmd_parse_build_commands 0:1: -N
1769397841.530554 cmd_parse_build_commands 0:2: Split window horizontally
1769397841.530557 cmd_parse_build_commands 0:3: %
1769397841.530573 cmd_parse_build_commands 0:4 0:0: split-window
1769397841.530576 cmd_parse_build_commands 0:4 0:1: -h
1769397841.530580 cmd_parse_build_commands 0:0: split-window
1769397841.530583 cmd_parse_build_commands 0:1: -h
1769397841.530588 args_parse_flags: next -h
1769397841.530590 args_parse_flags: -h
1769397841.530594 args_parse: flags end at 2 of 2
1769397841.530597 cmd_parse_build_commands: split-window -h
1769397841.530600 args_parse_flags: next -N
1769397841.530604 args_parse_flag_argument: -N = Split window horizontally
1769397841.530607 args_parse_flags: next %
1769397841.530609 args_parse: flags end at 3 of 5
1769397841.530612 args_parse: 3 = % (type STRING)
1769397841.530616 args_parse: 4 = split-window -h (type COMMANDS)
1769397841.530622 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1769397841.530626 cmdq_get_command: [bind-key/0x592169940380] group 70
1769397841.530629 cmdq_append <global>: [bind-key/0x592169940380]
1769397841.530633 yylex_token: end at WS
1769397841.530636 yylex_token: bind
1769397841.530639 yylex_token: end at WS
1769397841.530642 yylex_token: -N
1769397841.530645 yylex_token: end at WS
1769397841.530648 yylex_token: Kill current window
1769397841.530651 yylex_token: end at WS
1769397841.530653 yylex_token: &
1769397841.530656 yylex_token: end at WS
1769397841.530659 yylex_token: confirm-before
1769397841.530663 yylex_token: end at WS
1769397841.530666 yylex_token: -pkill-window #W? (y/n)
1769397841.530669 yylex_token: end at WS
1769397841.530671 yylex_token: kill-window
1769397841.530675 cmd_parse_build_commands 0:0: bind
1769397841.530678 cmd_parse_build_commands 0:1: -N
1769397841.530681 cmd_parse_build_commands 0:2: Kill current window
1769397841.530684 cmd_parse_build_commands 0:3: &
1769397841.530687 cmd_parse_build_commands 0:4 0:0: confirm-before
1769397841.530690 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1769397841.530693 cmd_parse_build_commands 0:4 0:2: kill-window
1769397841.530697 cmd_parse_build_commands 0:0: confirm-before
1769397841.530700 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1769397841.530703 cmd_parse_build_commands 0:2: kill-window
1769397841.530707 args_parse_flags: next -pkill-window #W? (y/n)
1769397841.530710 args_parse_flag_argument: -p = kill-window #W? (y/n)
1769397841.530713 args_parse_flags: next kill-window
1769397841.530716 args_parse: flags end at 2 of 3
1769397841.530719 args_parse: 2 = kill-window (type STRING)
1769397841.530724 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1769397841.530727 args_parse_flags: next -N
1769397841.530730 args_parse_flag_argument: -N = Kill current window
1769397841.530733 args_parse_flags: next &
1769397841.530736 args_parse: flags end at 3 of 5
1769397841.530739 args_parse: 3 = & (type STRING)
1769397841.530744 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1769397841.530751 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1769397841.530755 cmdq_get_command: [bind-key/0x592169945d60] group 78
1769397841.530758 cmdq_append <global>: [bind-key/0x592169945d60]
1769397841.530762 yylex_token: end at WS
1769397841.530768 yylex_token: bind
1769397841.530771 yylex_token: end at WS
1769397841.530774 yylex_token: -N
1769397841.530778 yylex_token: end at WS
1769397841.530781 yylex_token: Prompt for window index to select
1769397841.530784 yylex_token: end at WS
1769397841.530787 yylex_token: '
1769397841.530790 yylex_token: end at WS
1769397841.530793 yylex_token: command-prompt
1769397841.530795 yylex_token: end at WS
1769397841.530798 yylex_token: -T
1769397841.530801 yylex_token: end at WS
1769397841.530804 yylex_token: window-target
1769397841.530807 yylex_token: end at WS
1769397841.530810 yylex_token: -pindex
1769397841.530813 yylex_token: end at WS
1769397841.530816 yylex_token: select-window
1769397841.530818 yylex_token: end at WS
1769397841.530821 yylex_token: -t
1769397841.530824 yylex_token: end at WS
1769397841.530827 yylex_token: :%%
1769397841.530830 cmd_parse_build_commands 0:0: bind
1769397841.530833 cmd_parse_build_commands 0:1: -N
1769397841.530837 cmd_parse_build_commands 0:2: Prompt for window index to select
1769397841.530839 cmd_parse_build_commands 0:3: '
1769397841.530843 cmd_parse_build_commands 0:4 0:0: command-prompt
1769397841.530846 cmd_parse_build_commands 0:4 0:1: -T
1769397841.530849 cmd_parse_build_commands 0:4 0:2: window-target
1769397841.530851 cmd_parse_build_commands 0:4 0:3: -pindex
1769397841.530855 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1769397841.530858 cmd_parse_build_commands 0:4 0:4 0:1: -t
1769397841.530860 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1769397841.530864 cmd_parse_build_commands 0:0: command-prompt
1769397841.530867 cmd_parse_build_commands 0:1: -T
1769397841.530870 cmd_parse_build_commands 0:2: window-target
1769397841.530873 cmd_parse_build_commands 0:3: -pindex
1769397841.530876 cmd_parse_build_commands 0:4 0:0: select-window
1769397841.530879 cmd_parse_build_commands 0:4 0:1: -t
1769397841.530881 cmd_parse_build_commands 0:4 0:2: :%%
1769397841.530885 cmd_parse_build_commands 0:0: select-window
1769397841.530888 cmd_parse_build_commands 0:1: -t
1769397841.530891 cmd_parse_build_commands 0:2: :%%
1769397841.530895 args_parse_flags: next -t
1769397841.530898 args_parse_flag_argument: -t = :%%
1769397841.530901 args_parse: flags end at 3 of 3
1769397841.530905 cmd_parse_build_commands: select-window -t ":%%"
1769397841.530908 args_parse_flags: next -T
1769397841.530911 args_parse_flag_argument: -T = window-target
1769397841.530914 args_parse_flags: next -pindex
1769397841.530917 args_parse_flag_argument: -p = index
1769397841.530920 args_parse: flags end at 4 of 5
1769397841.530924 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1769397841.530931 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1769397841.530934 args_parse_flags: next -N
1769397841.530937 args_parse_flag_argument: -N = Prompt for window index to select
1769397841.530940 args_parse_flags: next '
1769397841.530944 args_parse: flags end at 3 of 5
1769397841.530947 args_parse: 3 = ' (type STRING)
1769397841.530954 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1769397841.530963 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1769397841.530968 cmdq_get_command: [bind-key/0x592169946290] group 86
1769397841.530971 cmdq_append <global>: [bind-key/0x592169946290]
1769397841.530989 yylex_token: end at WS
1769397841.530993 yylex_token: bind
1769397841.530996 yylex_token: end at WS
1769397841.530998 yylex_token: -N
1769397841.531002 yylex_token: end at WS
1769397841.531005 yylex_token: Switch to previous client
1769397841.531008 yylex_token: end at WS
1769397841.531010 yylex_token: (
1769397841.531014 yylex_token: end at WS
1769397841.531016 yylex_token: switch-client
1769397841.531019 yylex_token: end at WS
1769397841.531022 yylex_token: -p
1769397841.531033 cmd_parse_build_commands 0:0: bind
1769397841.531037 cmd_parse_build_commands 0:1: -N
1769397841.531040 cmd_parse_build_commands 0:2: Switch to previous client
1769397841.531047 cmd_parse_build_commands 0:3: (
1769397841.531050 cmd_parse_build_commands 0:4 0:0: switch-client
1769397841.531053 cmd_parse_build_commands 0:4 0:1: -p
1769397841.531057 cmd_parse_build_commands 0:0: switch-client
1769397841.531060 cmd_parse_build_commands 0:1: -p
1769397841.531065 args_parse_flags: next -p
1769397841.531067 args_parse_flags: -p
1769397841.531071 args_parse: flags end at 2 of 2
1769397841.531074 cmd_parse_build_commands: switch-client -p
1769397841.531077 args_parse_flags: next -N
1769397841.531081 args_parse_flag_argument: -N = Switch to previous client
1769397841.531084 args_parse_flags: next (
1769397841.531087 args_parse: flags end at 3 of 5
1769397841.531090 args_parse: 3 = ( (type STRING)
1769397841.531094 args_parse: 4 = switch-client -p (type COMMANDS)
1769397841.531100 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1769397841.531104 cmdq_get_command: [bind-key/0x592169947000] group 98
1769397841.531108 cmdq_append <global>: [bind-key/0x592169947000]
1769397841.531111 yylex_token: end at WS
1769397841.531114 yylex_token: bind
1769397841.531117 yylex_token: end at WS
1769397841.531120 yylex_token: -N
1769397841.531123 yylex_token: end at WS
1769397841.531126 yylex_token: Switch to next client
1769397841.531129 yylex_token: end at WS
1769397841.531131 yylex_token: )
1769397841.531135 yylex_token: end at WS
1769397841.531137 yylex_token: switch-client
1769397841.531140 yylex_token: end at WS
1769397841.531143 yylex_token: -n
1769397841.531147 cmd_parse_build_commands 0:0: bind
1769397841.531149 cmd_parse_build_commands 0:1: -N
1769397841.531153 cmd_parse_build_commands 0:2: Switch to next client
1769397841.531156 cmd_parse_build_commands 0:3: )
1769397841.531159 cmd_parse_build_commands 0:4 0:0: switch-client
1769397841.531162 cmd_parse_build_commands 0:4 0:1: -n
1769397841.531165 cmd_parse_build_commands 0:0: switch-client
1769397841.531168 cmd_parse_build_commands 0:1: -n
1769397841.531173 args_parse_flags: next -n
1769397841.531176 args_parse_flags: -n
1769397841.531179 args_parse: flags end at 2 of 2
1769397841.531183 cmd_parse_build_commands: switch-client -n
1769397841.531186 args_parse_flags: next -N
1769397841.531189 args_parse_flag_argument: -N = Switch to next client
1769397841.531192 args_parse_flags: next )
1769397841.531195 args_parse: flags end at 3 of 5
1769397841.531198 args_parse: 3 = ) (type STRING)
1769397841.531202 args_parse: 4 = switch-client -n (type COMMANDS)
1769397841.531208 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1769397841.531212 cmdq_get_command: [bind-key/0x592169947140] group 106
1769397841.531215 cmdq_append <global>: [bind-key/0x592169947140]
1769397841.531222 yylex_token: end at WS
1769397841.531225 yylex_token: bind
1769397841.531227 yylex_token: end at WS
1769397841.531230 yylex_token: -N
1769397841.531234 yylex_token: end at WS
1769397841.531236 yylex_token: Rename current window
1769397841.531239 yylex_token: end at WS
1769397841.531242 yylex_token: ,
1769397841.531245 yylex_token: end at WS
1769397841.531248 yylex_token: command-prompt
1769397841.531251 yylex_token: end at WS
1769397841.531254 yylex_token: -I#W
1769397841.531257 yylex_token: end at WS
1769397841.531260 yylex_token: rename-window
1769397841.531262 yylex_token: end at WS
1769397841.531265 yylex_token: --
1769397841.531268 yylex_token: end at WS
1769397841.531270 yylex_token: %%
1769397841.531275 cmd_parse_build_commands 0:0: bind
1769397841.531277 cmd_parse_build_commands 0:1: -N
1769397841.531281 cmd_parse_build_commands 0:2: Rename current window
1769397841.531284 cmd_parse_build_commands 0:3: ,
1769397841.531287 cmd_parse_build_commands 0:4 0:0: command-prompt
1769397841.531290 cmd_parse_build_commands 0:4 0:1: -I#W
1769397841.531293 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1769397841.531296 cmd_parse_build_commands 0:4 0:2 0:1: --
1769397841.531299 cmd_parse_build_commands 0:4 0:2 0:2: %%
1769397841.531303 cmd_parse_build_commands 0:0: command-prompt
1769397841.531309 cmd_parse_build_commands 0:1: -I#W
1769397841.531313 cmd_parse_build_commands 0:2 0:0: rename-window
1769397841.531316 cmd_parse_build_commands 0:2 0:1: --
1769397841.531319 cmd_parse_build_commands 0:2 0:2: %%
1769397841.531322 cmd_parse_build_commands 0:0: rename-window
1769397841.531325 cmd_parse_build_commands 0:1: --
1769397841.531328 cmd_parse_build_commands 0:2: %%
1769397841.531332 args_parse_flags: next --
1769397841.531335 args_parse: flags end at 2 of 3
1769397841.531338 args_parse: 2 = %% (type STRING)
1769397841.531342 cmd_parse_build_commands: rename-window "%%"
1769397841.531345 args_parse_flags: next -I#W
1769397841.531348 args_parse_flag_argument: -I = #W
1769397841.531351 args_parse: flags end at 2 of 3
1769397841.531355 args_parse: 2 = rename-window "%%" (type COMMANDS)
1769397841.531361 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1769397841.531364 args_parse_flags: next -N
1769397841.531367 args_parse_flag_argument: -N = Rename current window
1769397841.531370 args_parse_flags: next ,
1769397841.531373 args_parse: flags end at 3 of 5
1769397841.531376 args_parse: 3 = , (type STRING)
1769397841.531381 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1769397841.531388 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1769397841.531393 cmdq_get_command: [bind-key/0x5921699479c0] group 114
1769397841.531397 cmdq_append <global>: [bind-key/0x5921699479c0]
1769397841.531400 yylex_token: end at WS
1769397841.531403 yylex_token: bind
1769397841.531405 yylex_token: end at WS
1769397841.531408 yylex_token: -N
1769397841.531412 yylex_token: end at WS
1769397841.531415 yylex_token: Delete the most recent paste buffer
1769397841.531418 yylex_token: end at WS
1769397841.531421 yylex_token: -
1769397841.531424 yylex_token: end at WS
1769397841.531447 yylex_token: delete-buffer
1769397841.531453 cmd_parse_build_commands 0:0: bind
1769397841.531456 cmd_parse_build_commands 0:1: -N
1769397841.531460 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1769397841.531463 cmd_parse_build_commands 0:3: -
1769397841.531466 cmd_parse_build_commands 0:4 0:0: delete-buffer
1769397841.531470 cmd_parse_build_commands 0:0: delete-buffer
1769397841.531474 args_parse: flags end at 1 of 1
1769397841.531491 cmd_parse_build_commands: delete-buffer
1769397841.531494 args_parse_flags: next -N
1769397841.531497 args_parse_flag_argument: -N = Delete the most recent paste buffer
1769397841.531500 args_parse_flags: next -
1769397841.531503 args_parse: flags end at 3 of 5
1769397841.531506 args_parse: 3 = - (type STRING)
1769397841.531509 args_parse: 4 = delete-buffer (type COMMANDS)
1769397841.531515 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1769397841.531519 cmdq_get_command: [bind-key/0x592169948940] group 126
1769397841.531522 cmdq_append <global>: [bind-key/0x592169948940]
1769397841.531529 yylex_token: end at WS
1769397841.531532 yylex_token: bind
1769397841.531535 yylex_token: end at WS
1769397841.531538 yylex_token: -N
1769397841.531541 yylex_token: end at WS
1769397841.531544 yylex_token: Move the current window
1769397841.531547 yylex_token: end at WS
1769397841.531549 yylex_token: .
1769397841.531553 yylex_token: end at WS
1769397841.531555 yylex_token: command-prompt
1769397841.531558 yylex_token: end at WS
1769397841.531561 yylex_token: -T
1769397841.531564 yylex_token: end at WS
1769397841.531566 yylex_token: target
1769397841.531570 yylex_token: end at WS
1769397841.531572 yylex_token: move-window
1769397841.531575 yylex_token: end at WS
1769397841.531578 yylex_token: -t
1769397841.531581 yylex_token: end at WS
1769397841.531583 yylex_token: %%
1769397841.531587 cmd_parse_build_commands 0:0: bind
1769397841.531590 cmd_parse_build_commands 0:1: -N
1769397841.531593 cmd_parse_build_commands 0:2: Move the current window
1769397841.531596 cmd_parse_build_commands 0:3: .
1769397841.531599 cmd_parse_build_commands 0:4 0:0: command-prompt
1769397841.531606 cmd_parse_build_commands 0:4 0:1: -T
1769397841.531609 cmd_parse_build_commands 0:4 0:2: target
1769397841.531612 cmd_parse_build_commands 0:4 0:3 0:0: move-window
